"accuracy_nb1_test","mean_herf_diff_nb1_test","mean_herf_percentdiff_nb1_test","herf_correlation_nb1_test","accuracy_nb1_train","mean_herf_diff_nb1_train","mean_herf_percentdiff_nb1_train","herf_correlation_nb1_train","accuracy_svm1_test","mean_herf_diff_svm1_test","mean_herf_percentdiff_svm1_test","herf_correlation_svm1_test","accuracy_svm1_train","mean_herf_diff_svm1_train","mean_herf_percentdiff_svm1_train","herf_correlation_svm1_train","accuracy_nnseq1_test","mean_herf_diff_nnseq1_test","mean_herf_percentdiff_nnseq1_test","herf_correlation_nnseq1_test","accuracy_nnseq1_train","mean_herf_diff_nnseq1_train","mean_herf_percentdiff_nnseq1_train","herf_correlation_nnseq1_train","DEP_VAR","CLEAN_NAMES_METHOD","NGRAMS","TRIM_PROP_MIN","TRIM_PROP_MAX","train_N","test_N","SUB_SAMPLE","TRAIN_PROP"
0.0252941176470588,0.00171452667331374,-0.973530683489011,-0.120901232927984,0.0398092271753942,0.00129556743131469,-0.974020792660495,0.707221158726094,0.228235294117647,0.00509532035228985,-0.978835361779055,0.144583406285492,0.241580689118162,0.00362708933410947,-0.977954859851111,0.818814849807582,0.250294117647059,0.00391078200351389,-0.977650823430279,0.0158907787112838,0.29073389137629,0.00242521848495542,-0.976746302721323,0.834507335573264,"sr_ethnicity","lower","1",0.001,0.9,10274,3400,"All",0.75
0.0161764705882353,0.00155093956153592,-0.974485184192649,-0.120611986695911,0.0311465836091104,0.00126275310177844,-0.974202116280237,0.724130208903363,0.227352941176471,0.00514277977006228,-0.978882821196828,0.101391683635022,0.239731360716371,0.00327855037026389,-0.977606320887266,0.820209997125818,0.250294117647059,0.00503573959232686,-0.978775781019092,0.0289402686179343,0.277788592563753,0.00373663452049289,-0.978064405037495,0.822357425815217,"sr_ethnicity","lower","1",0.01,0.9,10274,3400,"All",0.75
0.0161764705882353,0.00155093956153592,-0.974485184192649,-0.120611986695911,0.0311465836091104,0.00126275310177844,-0.974202116280237,0.724130208903363,0.227352941176471,0.00514277977006228,-0.978882821196828,0.101391683635022,0.239731360716371,0.00327855037026389,-0.977606320887266,0.820209997125818,0.25,0.0032985950938927,-0.977038636520658,-0.343946967354965,0.27798325871131,0.00311039941341269,-0.977438169930415,0.829403814203965,"sr_ethnicity","lower","1",0.02,0.9,10274,3400,"All",0.75
0.135882352941176,0.00172443098304211,-0.972942610434284,0.0393728406436925,0.21121277009928,0.0023761563955661,-0.972163211991152,0.725701505409835,0.296176470588235,0.00238008040267417,-0.97612012182944,0.0919365876772587,0.400525598598404,0.0016626161328899,-0.975889596819883,0.83814962993919,0.333235294117647,0.00216342733728246,-0.975895565321305,0.16623005831926,0.699630134319642,0.000730775186052405,-0.974788639327574,0.939806378252989,"sr_ethnicity","lower","2",0.001,0.9,10274,3400,"All",0.75
0.0985294117647059,0.00165568457139645,-0.972964492383727,-0.0897959938946482,0.156998248004672,0.00192552279065373,-0.972708724646318,0.747505297375964,0.282647058823529,0.00201261153168198,-0.975746602743909,0.00932137661287556,0.35876970994744,0.00168840506965515,-0.975911097107808,0.838098433444587,0.315588235294118,0.00177477754181504,-0.975429959274434,0.242635937945986,0.617967685419506,0.00084543473440033,-0.974825568736714,0.896100399628708,"sr_ethnicity","lower","2",0.01,0.9,10274,3400,"All",0.75
0.0758823529411765,0.00172396756692036,-0.973374127812525,-0.158717958879315,0.127992992018688,0.00187180350167375,-0.972827321646249,0.776008512853172,0.275588235294118,0.00123613777782961,-0.974450330395796,0.0674148423181593,0.334436441502823,0.00179238335168784,-0.976032795604395,0.81453628810568,0.309705882352941,0.00222748591541952,-0.975864952332518,0.0711979467264817,0.579715787424567,0.000975273713932565,-0.974941662712488,0.880468078060707,"sr_ethnicity","lower","2",0.02,0.9,10274,3400,"All",0.75
0.209117647058824,0.00165792238948883,-0.973294731739785,0.0263378834031967,0.360619038349231,0.00178337844285974,-0.972847537530978,0.801389947676868,0.353529411764706,0.00127177966173115,-0.974679746033069,0.270260066259456,0.615631691648822,0.000822376257387587,-0.974921313649035,0.916555797365169,0.342647058823529,0.00142644081264278,-0.974947187902077,0.381837149446089,0.905100253065992,0.000351046643235321,-0.974298992778233,0.9794504863954,"sr_ethnicity","lower","3",0.001,0.9,10274,3400,"All",0.75
0.0791176470588235,0.00216760648988615,-0.971978115061669,0.244469623335403,0.138407630912984,0.00234318990579721,-0.97224359026233,0.670379225589913,0.278823529411765,0.00178558086229731,-0.975372076545863,0.0692305256457095,0.345045746544676,0.00161266553611299,-0.975841234277548,0.840441553990389,0.294117647058824,0.00225152536968263,-0.975947628451427,0.240557945259729,0.541755888650964,0.00118905603016621,-0.975289218149698,0.86824991591607,"sr_ethnicity","lower","3",0.01,0.9,10274,3400,"All",0.75
0.0473529411764706,0.00255896309972565,-0.971407141737402,0.147431779344377,0.0761144636947635,0.00329835154205411,-0.971179306525586,0.626693910501157,0.264117647058824,0.0011496857217258,-0.974376893031774,0.219366244087003,0.284893906949581,0.00254420005055152,-0.976864671470736,0.833092397361307,0.273529411764706,0.00190582895940757,-0.975602382333379,0.153783899287641,0.38105898384271,0.00201685550887797,-0.976323835020371,0.854878343589544,"sr_ethnicity","lower","3",0.02,0.9,10274,3400,"All",0.75
0.199411764705882,0.00162070453228574,-0.973265107855103,0.0570610062638446,0.359353708390111,0.00165261052616423,-0.97297662976763,0.803218787840477,0.335588235294118,0.00198898248795864,-0.975695023080254,0.206871641726254,0.593245084679774,0.00119688030631229,-0.975429934896595,0.900117296052116,0.317647058823529,0.00140029863234465,-0.974795937281379,0.272408286256221,0.898968269417948,0.000373683808327778,-0.974382289208439,0.975540207397844,"sr_ethnicity","lower","4",0.001,0.9,10274,3400,"All",0.75
